,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source,Item_Type_Combined,years
1758,Low Fat,FDC28,109.9254,108.5254,0.0477043829,7.905,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1759,Regular,FDR59,262.3594,4448.2098,0.06386355099999999,14.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1760,Low Fat,DRE15,75.7012,1442.1228,0.016765330000000002,13.35,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
1761,Low Fat,FDP19,128.4652,2841.6344,0.1480770922222222,11.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1762,Low Fat,DRN47,180.666,2876.256,0.016852909,12.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Drinks,14
1763,Regular,FDJ34,124.5704,1001.3632,0.094037241,11.8,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1764,Low Fat,FDX21,107.4912,982.7208,0.085312137,7.05,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1765,Low Fat,FDI57,195.7768,3547.3824,0.053764023,19.849999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1766,Non-Edible,NCI42,207.0954,3125.9309999999996,0.010365546,18.75,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
1767,Regular,FDL03,196.31099999999998,3142.5759999999996,0.027135522000000002,19.25,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1768,Low Fat,FDX37,100.57,1398.18,0.06080283544444444,16.2,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1769,Regular,FDW57,176.0028,4427.57,0.11614859599999999,8.31,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1770,Low Fat,FDX14,73.8354,1956.1204,0.075363922,13.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1771,Low Fat,FDD09,180.5976,3078.6592,0.021496402999999997,13.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1772,Regular,FDM09,169.679,1018.674,0.085931544,11.15,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1773,Non-Edible,NCW54,56.2588,687.1056,0.09680600800000001,7.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
1774,Low Fat,DRL11,156.5946,3787.0704,0.04778563,10.5,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,28
1775,Regular,FDJ58,169.9764,2748.4224,0.105725004,15.6,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1776,Low Fat,FDX21,111.1912,109.1912,0.148764535,7.049999999999999,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1777,Low Fat,FDA20,186.524,2609.936,0.066997921,6.78,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1778,Low Fat,FDL34,141.1496,4516.7872,0.040938155,16.0,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1779,Regular,FDL38,89.1172,2319.6472,0.014661762,13.799999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1780,Low Fat,DRL11,159.6946,3629.2758,0.048213766,10.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,4
1781,Low Fat,FDO40,148.8392,2087.9488,0.032761024,17.1,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1782,Low Fat,DRZ24,121.64399999999999,1557.9720000000002,0.06895387800000001,7.535,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
1783,Low Fat,FDM52,146.6076,2364.9216,0.025988507999999997,15.1,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1784,Low Fat,FDM52,149.0076,4138.6128,0.026140452,15.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1785,Low Fat,FDV49,264.7226,3171.8712,0.025932407999999997,10.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1786,Low Fat,FDF47,224.0746,2243.746,0.09817040199999999,20.85,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1787,Regular,FDF56,182.1976,724.3904,0.119439636,16.7,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1788,Regular,FDW12,143.6444,145.1444,0.059540542,8.315,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1789,Low Fat,FDY09,173.8054,175.1054,0.044122209,15.599999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1790,Low Fat,FDY55,258.4988,4111.9808,0.08130482900000001,16.75,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1791,Low Fat,FDU36,98.8384,492.69199999999995,0.081014461,6.1499999999999995,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1792,Non-Edible,NCR06,42.9112,1022.6688,0.006775666999999999,12.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
1793,Low Fat,FDW24,49.9034,194.4136,0.03749705,6.8,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1794,Low Fat,FDF16,149.8076,2808.3444,0.086060695,7.3,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1795,Non-Edible,NCR18,42.5112,852.2239999999999,0.020519478,15.85,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
1796,Regular,DRD01,56.5614,828.921,0.061163967,12.1,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,9
1797,Regular,FDS15,107.6596,323.5788,0.07821891,9.195,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1798,Regular,FDT19,174.708,2942.836,0.14492016,7.59,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1799,Low Fat,FDE59,34.5532,359.532,0.062235982999999995,12.15,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1800,Regular,FDE04,179.766,719.064,0.030166923999999998,19.75,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1801,Non-Edible,NCV17,130.2626,2360.9268,0.016104504,18.85,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
1802,Low Fat,FDC17,211.2928,2735.1064,0.01544786,12.15,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1803,Low Fat,FDI45,174.2054,3677.2134,0.037574137,13.1,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1804,Low Fat,FDZ33,146.7076,3842.9976,0.106876976,10.195,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1805,Low Fat,FDJ56,100.77,199.74,0.32111501,8.985,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1806,Regular,FDN25,58.5588,171.7764,0.061124625999999994,7.895,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1807,Regular,FDC10,118.9098,120.5098,0.127599399,9.799999999999999,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1808,Low Fat,FDQ22,38.9822,628.5152,0.029785889,16.75,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1809,Non-Edible,NCR54,198.21099999999998,2946.165,0.08813219655555556,16.35,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
1810,Low Fat,DRK11,149.5392,1789.6704,0.010762387,8.21,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,9
1811,Low Fat,DRI37,58.3904,468.7232,0.108206497,15.85,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
1812,Low Fat,FDX37,100.47,1597.92,0.063127333,16.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1813,Low Fat,FDF05,264.491,3681.8740000000003,0.02687089,17.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1814,Low Fat,FDW36,107.4622,317.5866,0.099681705,11.150000000000002,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1815,Regular,FDI04,198.1426,1977.4260000000002,0.072898645,13.65,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1816,Regular,FDB04,88.9856,1230.3984,0.06335453099999999,11.35,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1817,Low Fat,FDU38,191.1504,4410.2592,0.082534287,10.8,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1818,Regular,FDY28,211.8218,1496.0526,0.152024355,7.47,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1819,Low Fat,FDP20,126.402,1012.0160000000001,0.045669235999999995,19.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1820,Regular,FDC29,113.6176,2862.94,0.024342577999999997,8.39,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1821,Low Fat,FDR45,239.2222,6692.6216,0.028988287999999997,10.8,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1822,Non-Edible,NCC42,140.2838,1404.838,0.044908404000000006,15.0,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
1823,Non-Edible,NCF42,176.7712,2812.3392,0.168329848,17.35,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
1824,Low Fat,FDZ45,198.8084,992.0419999999999,0.111936685,14.1,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1825,Regular,FDB23,226.6062,5191.2426,0.005620213000000001,19.2,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1826,Low Fat,FDC41,78.067,1148.505,0.117095014,15.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1827,Low Fat,FDA10,124.1072,245.0144,0.248301532,20.349999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1828,Non-Edible,NCM26,154.134,2909.546,0.023274107000000002,20.5,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
1829,Low Fat,FDZ58,122.3072,122.5072,0.091354948,17.849999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1830,Low Fat,FDW35,41.4454,1468.089,0.011087128,10.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1831,Regular,FDX32,143.3786,1733.7432,0.099839365,15.1,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1832,Low Fat,FDK40,264.691,5785.802,0.021938403999999998,7.035,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1833,Low Fat,FDD04,142.4154,1985.4156,0.090480206,16.0,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1834,Regular,FDP28,262.6936,4175.8976,0.080640478,13.65,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1835,Non-Edible,NCL42,246.7144,6615.3888,0.040338009,18.85,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
1836,Regular,DRB13,190.35299999999998,569.259,0.007043008000000001,6.115,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,9
1837,Regular,FDC33,196.5768,2759.0752,0.069219165,8.96,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1838,Low Fat,FDO58,165.9526,2631.2416,0.039569689,19.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1839,Low Fat,FDE34,182.2634,363.5268,0.18058808199999998,9.195,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1840,Non-Edible,NCE19,52.7956,1037.3164,0.09301462,8.97,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
1841,Non-Edible,NCJ18,117.1124,355.5372,0.274405193,12.35,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
1842,Low Fat,FDF52,183.9292,3283.7256,0.06688712299999999,9.3,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1843,Regular,FDY04,162.421,1468.089,0.042468412999999997,17.7,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1844,Low Fat,DRF49,111.9518,1138.518,0.071188446,7.27,OUT049,Tier 1,Medium,Supermarket Type1,train,Drinks,14
1845,Regular,FDX27,92.8436,189.0872,0.191008614,20.7,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1846,Regular,FDV28,32.8558,339.55800000000005,0.15959547300000002,16.1,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1847,Regular,FDE33,78.8644,314.2576,0.08690553599999999,19.349999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1848,Low Fat,FDQ37,193.3478,6006.1818,0.08918638699999999,20.75,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1849,Non-Edible,NCG30,123.6046,2988.1104,0.11232121800000001,20.2,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
1850,Non-Edible,NCH29,98.5726,1761.7068,0.034668802,5.51,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
1851,Regular,FDV20,129.0678,3560.6984,0.062351684100000006,20.2,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1852,Low Fat,FDG57,48.5034,874.8612,0.072592873,14.7,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1853,Regular,FDU60,168.5132,2874.9244,0.059889718,20.0,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1854,Non-Edible,NCH30,112.986,113.186,0.11240211800000001,17.1,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
1855,Non-Edible,NCM29,132.6626,262.3252,0.029529474,11.5,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
1856,Regular,FDB12,104.4648,2181.1608,0.10573663800000001,11.15,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1857,Low Fat,FDD53,43.3454,503.3448,0.044291251,16.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1858,Low Fat,FDI44,76.0328,1853.5872,0.100388706,16.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1859,Low Fat,FDW56,191.2162,7504.2318,0.070556945,7.68,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1860,Regular,FDA01,59.4904,644.4944,0.054599767,15.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1861,Low Fat,FDG47,263.0252,2885.5772,0.069560905,12.8,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1862,Low Fat,FDT40,125.2678,1017.3424,0.09322491366666667,5.985,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1863,Regular,FDU20,120.3098,2530.7058,0.021453492999999997,19.35,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1864,Non-Edible,NCP41,109.8596,1617.894,0.016276741,16.6,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
1865,Low Fat,FDW36,106.2622,2328.9684,0.056656942,11.150000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1866,Low Fat,FDN31,189.253,1328.271,0.072994847,11.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1867,Non-Edible,NCU54,207.727,209.727,0.165073642,8.88,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
1868,Low Fat,FDS01,177.9686,1244.3802,0.017744998999999997,11.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1869,Low Fat,FDA23,101.7016,1518.024,0.047453947,9.8,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1870,Regular,FDY08,139.1838,1685.8056,0.17142216600000001,9.395,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1871,Low Fat,FDJ28,193.3162,3078.6592,0.021860985,12.3,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1872,Low Fat,DRF36,192.6846,2866.2690000000002,0.023577297999999997,16.1,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
1873,Regular,FDH44,147.5418,294.2836,0.043304681,19.1,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1874,Non-Edible,NCY54,174.0422,2069.3064,0.177971115,8.43,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
1875,Regular,FDR59,260.4594,1046.6376,0.106894492,14.5,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1876,Regular,DRA59,184.8924,4442.2176,0.127927931,8.27,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
1877,Low Fat,FDS55,148.0734,1930.1542,0.081623275,7.02,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1878,Regular,FDZ28,128.0678,1780.3492,0.051596927,20.0,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1879,Low Fat,DRG49,246.0486,7086.1094,0.067592098,7.81,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
1880,Low Fat,FDH21,158.6604,316.9208,0.054670967,10.394999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1881,Non-Edible,NCN19,189.85299999999998,3415.554,0.012089478999999998,13.1,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
1882,Low Fat,FDP25,216.5824,5241.1776,0.021250527999999998,15.2,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1883,Low Fat,DRH59,74.738,1025.3319999999999,0.05843345,10.8,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
1884,Low Fat,FDH09,50.7982,473.3838,0.05606697,12.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1885,Non-Edible,NCK54,115.015,2912.875,0.029569276000000002,12.15,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
1886,Low Fat,FDT21,248.9092,5976.2208,0.0204332,7.42,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1887,Regular,FDR12,172.4764,687.1056,0.055213280999999996,12.599999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1888,Regular,FDS25,111.4228,2984.1156,0.14080050000000002,6.885,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1889,Non-Edible,NCL05,42.177,1255.0330000000001,0.047665717,19.599999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
1890,Non-Edible,NCI30,246.446,3695.19,0.059268885,20.25,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
1891,Regular,FDJ26,214.0218,1068.609,0.084937098,15.3,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1892,Low Fat,FDA56,122.4414,1583.9382,0.008778413,9.21,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1893,Low Fat,FDM33,220.4798,661.1394,0.0853244211111111,15.6,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1894,Low Fat,FDP04,62.7168,958.752,0.013834247,15.35,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1895,Regular,FDR55,190.3872,2836.308,0.132351411,12.15,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1896,Non-Edible,NCZ54,164.0552,5523.4768,0.082955719,14.650000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
1897,Non-Edible,NCA53,50.3034,972.068,0.009893817,11.395,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
1898,Low Fat,FDL20,111.9886,3002.0922,0.12496619344444444,17.1,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1899,Regular,FDT26,119.044,1198.44,0.067940657,18.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1900,Non-Edible,NCZ06,251.9698,4566.0564,0.094161662,19.6,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
1901,Regular,FDA04,258.1962,4402.9354,0.067107448,11.3,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1902,Low Fat,FDD29,255.3698,4819.7262,0.018321361,12.150000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1903,Regular,FDS56,260.7252,6033.4796,0.038756864,5.785,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1904,Regular,FDT07,257.633,1537.9979999999998,0.07725473599999999,5.82,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1905,Low Fat,FDT58,168.0816,2181.1608,0.08630486,9.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1906,Regular,FDJ10,139.1838,4916.933,0.12887653699999999,5.095,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1907,Regular,FDN25,59.2588,801.6232,0.061163967,7.895,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1908,Low Fat,DRC27,247.4802,1474.0812,0.058220302,13.8,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
1909,Low Fat,FDA38,238.7538,3605.3070000000002,0.025519534,5.44,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1910,Low Fat,FDM56,109.8912,873.5296,0.070133177,16.7,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1911,Non-Edible,NCI43,46.9376,575.2512,0.025947095,19.85,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
1912,Regular,FDP36,49.0008,860.2136,0.091688111,10.395,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1913,Low Fat,DRK49,40.5138,40.6138,0.03479798869999999,14.150000000000002,OUT019,Tier 1,Small,Grocery Store,train,Drinks,28
1914,Regular,FDW32,87.7882,515.3292,0.165101585,18.349999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1915,Non-Edible,NCW18,237.9248,2133.2232,0.059417055,15.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
1916,Low Fat,FDQ44,121.2756,2181.1608,0.036287517000000005,20.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1917,Low Fat,FDL45,124.9704,2253.0672,0.037764268999999996,15.6,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1918,Regular,DRB48,39.9822,746.3618,0.024848787999999997,16.75,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,9
1919,Low Fat,FDQ34,104.9622,1482.0708,0.162903525,10.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
1920,Regular,FDH17,98.6726,1272.3438,0.016747538,16.2,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1921,Regular,FDN08,116.6466,117.8466,0.147904328,7.72,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1922,Low Fat,FDK57,120.044,4434.228,0.079904068,10.195,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1923,Regular,FDK10,180.46599999999998,719.064,0.040325274,5.785,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1924,Regular,FDL39,181.6318,1263.0226,0.06302467,16.099999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1925,Low Fat,FDP25,216.3824,6114.7072,0.021203509,15.2,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1926,Regular,FDC05,196.3768,2167.8448,0.098765906,13.1,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1927,Low Fat,FDA39,41.0822,942.7728,0.012707362,6.32,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1928,Low Fat,FDZ10,124.902,1897.53,0.04442649,17.85,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1929,Regular,FDK08,101.2016,2631.2416,0.12171245900000001,9.195,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
1930,Low Fat,DRD24,141.7154,2978.1234,0.030769458,13.85,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
1931,Low Fat,DRG48,147.3102,2332.9632,0.014614357,5.78,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,4
1932,Regular,FDH52,62.1194,123.8388,0.076868664,9.42,OUT019,Tier 1,Small,Grocery Store,train,Food,28
1933,Regular,FDS25,108.5228,1989.4104,0.140292495,6.885,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1934,Non-Edible,NCH43,216.0192,2372.9112,0.070555571,8.42,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
1935,Low Fat,DRK01,94.6436,1607.2412,0.061409711,7.63,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
1936,Regular,FDD59,80.896,958.752,0.066555152,10.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
1937,Low Fat,FDB27,197.7768,197.0768,0.092711708,7.575,OUT010,Tier 3,Small,Grocery Store,train,Food,15
1938,Regular,FDO22,81.396,1198.44,0.017844608999999997,13.5,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
1939,Low Fat,FDD35,120.244,2277.036,0.025916882999999998,12.15,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1940,Regular,FDR01,197.7742,796.2968,0.053611144000000006,5.405,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
1941,Non-Edible,NCB31,262.291,525.982,0.20778348300000002,6.235,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
1942,Low Fat,FDC35,208.7638,3105.9570000000003,0.122837694,7.435,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
1943,Low Fat,FDS23,127.0994,2826.9868,0.141174838,4.635,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1944,Regular,FDC33,197.7768,3153.2288,0.069078149,8.96,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
1945,Non-Edible,NCF18,191.9504,5369.0112,0.08934507400000001,18.35,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
1946,Regular,FDM36,173.5422,3448.844,0.058822142,11.65,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
1947,Low Fat,FDJ53,121.3098,1446.1176,0.07136869900000001,10.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
